date,slot_name,ad_requests,impressions,impression_rate,clicks,click_rate,ecpm,income,raw_json
2026-06-29,文章中部广告,29658,13342,0.4499,72,0.0054,2.22,29.63,"{""时间"": ""2026-06-29"", ""拉取量"": ""29,658"", ""曝光量"": ""13,342"", ""曝光率"": ""44.99%"", ""点击量"": ""72"", ""点击率"": ""0.54%"", ""eCPM（元）"": ""2.22"", ""收入（元）"": ""29.63""}"
2026-06-29,文章底部广告,14973,1643,0.1097,3,0.0018,2.62,4.3,"{""时间"": ""2026-06-29"", ""拉取量"": ""14,973"", ""曝光量"": ""1,643"", ""曝光率"": ""10.97%"", ""点击量"": ""3"", ""点击率"": ""0.18%"", ""eCPM（元）"": ""2.62"", ""收入（元）"": ""4.30""}"
2026-06-29,留言区广告,24258,1058,0.0436,5,0.004699999999999999,3.19,3.37,"{""时间"": ""2026-06-29"", ""拉取量"": ""24,258"", ""曝光量"": ""1,058"", ""曝光率"": ""4.36%"", ""点击量"": ""5"", ""点击率"": ""0.47%"", ""eCPM（元）"": ""3.19"", ""收入（元）"": ""3.37""}"
2026-06-29,贴图底部推荐流广告,14,1,0.07139999999999999,0,0.0,0.0,0.0,"{""时间"": ""2026-06-29"", ""拉取量"": ""14"", ""曝光量"": ""1"", ""曝光率"": ""7.14%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""0.00"", ""收入（元）"": ""0.00""}"
2026-06-30,文章中部广告,24124,10963,0.45439999999999997,69,0.0063,3.1,33.95,"{""时间"": ""2026-06-30"", ""拉取量"": ""24,124"", ""曝光量"": ""10,963"", ""曝光率"": ""45.44%"", ""点击量"": ""69"", ""点击率"": ""0.63%"", ""eCPM（元）"": ""3.10"", ""收入（元）"": ""33.95""}"
2026-06-30,文章底部广告,12203,1289,0.1056,1,0.0008,2.01,2.59,"{""时间"": ""2026-06-30"", ""拉取量"": ""12,203"", ""曝光量"": ""1,289"", ""曝光率"": ""10.56%"", ""点击量"": ""1"", ""点击率"": ""0.08%"", ""eCPM（元）"": ""2.01"", ""收入（元）"": ""2.59""}"
2026-06-30,留言区广告,19898,784,0.0394,3,0.0038,3.18,2.49,"{""时间"": ""2026-06-30"", ""拉取量"": ""19,898"", ""曝光量"": ""784"", ""曝光率"": ""3.94%"", ""点击量"": ""3"", ""点击率"": ""0.38%"", ""eCPM（元）"": ""3.18"", ""收入（元）"": ""2.49""}"
2026-06-30,贴图底部推荐流广告,21,1,0.047599999999999996,0,0.0,0.0,0.0,"{""时间"": ""2026-06-30"", ""拉取量"": ""21"", ""曝光量"": ""1"", ""曝光率"": ""4.76%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""0.00"", ""收入（元）"": ""0.00""}"
2026-07-01,文章中部广告,22268,9383,0.4214,41,0.0044,3.02,28.36,"{""时间"": ""2026-07-01"", ""拉取量"": ""22,268"", ""曝光量"": ""9,383"", ""曝光率"": ""42.14%"", ""点击量"": ""41"", ""点击率"": ""0.44%"", ""eCPM（元）"": ""3.02"", ""收入（元）"": ""28.36""}"
2026-07-01,文章底部广告,11278,1161,0.10289999999999999,2,0.0017000000000000001,1.67,1.94,"{""时间"": ""2026-07-01"", ""拉取量"": ""11,278"", ""曝光量"": ""1,161"", ""曝光率"": ""10.29%"", ""点击量"": ""2"", ""点击率"": ""0.17%"", ""eCPM（元）"": ""1.67"", ""收入（元）"": ""1.94""}"
2026-07-01,留言区广告,16958,670,0.0395,2,0.003,2.28,1.53,"{""时间"": ""2026-07-01"", ""拉取量"": ""16,958"", ""曝光量"": ""670"", ""曝光率"": ""3.95%"", ""点击量"": ""2"", ""点击率"": ""0.30%"", ""eCPM（元）"": ""2.28"", ""收入（元）"": ""1.53""}"
2026-07-01,贴图底部推荐流广告,4,1,0.25,0,0.0,0.0,0.0,"{""时间"": ""2026-07-01"", ""拉取量"": ""4"", ""曝光量"": ""1"", ""曝光率"": ""25.00%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""0.00"", ""收入（元）"": ""0.00""}"
2026-07-02,文章中部广告,18122,8156,0.4501,45,0.0055000000000000005,3.02,24.66,"{""时间"": ""2026-07-02"", ""拉取量"": ""18,122"", ""曝光量"": ""8,156"", ""曝光率"": ""45.01%"", ""点击量"": ""45"", ""点击率"": ""0.55%"", ""eCPM（元）"": ""3.02"", ""收入（元）"": ""24.66""}"
2026-07-02,文章底部广告,9128,1042,0.1142,7,0.0067,2.39,2.49,"{""时间"": ""2026-07-02"", ""拉取量"": ""9,128"", ""曝光量"": ""1,042"", ""曝光率"": ""11.42%"", ""点击量"": ""7"", ""点击率"": ""0.67%"", ""eCPM（元）"": ""2.39"", ""收入（元）"": ""2.49""}"
2026-07-02,留言区广告,11469,483,0.0421,4,0.0083,4.72,2.28,"{""时间"": ""2026-07-02"", ""拉取量"": ""11,469"", ""曝光量"": ""483"", ""曝光率"": ""4.21%"", ""点击量"": ""4"", ""点击率"": ""0.83%"", ""eCPM（元）"": ""4.72"", ""收入（元）"": ""2.28""}"
2026-07-03,文章中部广告,19322,8292,0.4291,40,0.0048,2.82,23.38,"{""时间"": ""2026-07-03"", ""拉取量"": ""19,322"", ""曝光量"": ""8,292"", ""曝光率"": ""42.91%"", ""点击量"": ""40"", ""点击率"": ""0.48%"", ""eCPM（元）"": ""2.82"", ""收入（元）"": ""23.38""}"
2026-07-03,文章底部广告,9757,1004,0.10289999999999999,3,0.003,2.25,2.26,"{""时间"": ""2026-07-03"", ""拉取量"": ""9,757"", ""曝光量"": ""1,004"", ""曝光率"": ""10.29%"", ""点击量"": ""3"", ""点击率"": ""0.30%"", ""eCPM（元）"": ""2.25"", ""收入（元）"": ""2.26""}"
2026-07-03,留言区广告,8893,362,0.0407,2,0.0055000000000000005,6.8,2.46,"{""时间"": ""2026-07-03"", ""拉取量"": ""8,893"", ""曝光量"": ""362"", ""曝光率"": ""4.07%"", ""点击量"": ""2"", ""点击率"": ""0.55%"", ""eCPM（元）"": ""6.80"", ""收入（元）"": ""2.46""}"
2026-07-03,贴图底部推荐流广告,19,3,0.15789999999999998,0,0.0,0.0,0.0,"{""时间"": ""2026-07-03"", ""拉取量"": ""19"", ""曝光量"": ""3"", ""曝光率"": ""15.79%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""0.00"", ""收入（元）"": ""0.00""}"
2026-07-04,文章中部广告,13136,5005,0.381,25,0.005,3.05,15.25,"{""时间"": ""2026-07-04"", ""拉取量"": ""13,136"", ""曝光量"": ""5,005"", ""曝光率"": ""38.10%"", ""点击量"": ""25"", ""点击率"": ""0.50%"", ""eCPM（元）"": ""3.05"", ""收入（元）"": ""15.25""}"
2026-07-04,文章底部广告,6667,557,0.08349999999999999,3,0.0054,2.3,1.28,"{""时间"": ""2026-07-04"", ""拉取量"": ""6,667"", ""曝光量"": ""557"", ""曝光率"": ""8.35%"", ""点击量"": ""3"", ""点击率"": ""0.54%"", ""eCPM（元）"": ""2.30"", ""收入（元）"": ""1.28""}"
2026-07-04,留言区广告,5749,225,0.0391,0,0.0,2.71,0.61,"{""时间"": ""2026-07-04"", ""拉取量"": ""5,749"", ""曝光量"": ""225"", ""曝光率"": ""3.91%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""2.71"", ""收入（元）"": ""0.61""}"
2026-07-05,文章中部广告,10391,4293,0.4131,33,0.0077,3.26,14.0,"{""时间"": ""2026-07-05"", ""拉取量"": ""10,391"", ""曝光量"": ""4,293"", ""曝光率"": ""41.31%"", ""点击量"": ""33"", ""点击率"": ""0.77%"", ""eCPM（元）"": ""3.26"", ""收入（元）"": ""14.00""}"
2026-07-05,文章底部广告,5238,456,0.08710000000000001,4,0.0088,2.52,1.15,"{""时间"": ""2026-07-05"", ""拉取量"": ""5,238"", ""曝光量"": ""456"", ""曝光率"": ""8.71%"", ""点击量"": ""4"", ""点击率"": ""0.88%"", ""eCPM（元）"": ""2.52"", ""收入（元）"": ""1.15""}"
2026-07-05,留言区广告,7146,223,0.031200000000000002,1,0.0045000000000000005,3.99,0.89,"{""时间"": ""2026-07-05"", ""拉取量"": ""7,146"", ""曝光量"": ""223"", ""曝光率"": ""3.12%"", ""点击量"": ""1"", ""点击率"": ""0.45%"", ""eCPM（元）"": ""3.99"", ""收入（元）"": ""0.89""}"
2026-07-05,贴图底部推荐流广告,5,1,0.2,0,0.0,0.0,0.0,"{""时间"": ""2026-07-05"", ""拉取量"": ""5"", ""曝光量"": ""1"", ""曝光率"": ""20.00%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""0.00"", ""收入（元）"": ""0.00""}"
2026-07-06,文章中部广告,13629,6170,0.45270000000000005,38,0.0062,2.64,16.28,"{""时间"": ""2026-07-06"", ""拉取量"": ""13,629"", ""曝光量"": ""6,170"", ""曝光率"": ""45.27%"", ""点击量"": ""38"", ""点击率"": ""0.62%"", ""eCPM（元）"": ""2.64"", ""收入（元）"": ""16.28""}"
2026-07-06,文章底部广告,6890,804,0.1167,1,0.0012,1.6,1.29,"{""时间"": ""2026-07-06"", ""拉取量"": ""6,890"", ""曝光量"": ""804"", ""曝光率"": ""11.67%"", ""点击量"": ""1"", ""点击率"": ""0.12%"", ""eCPM（元）"": ""1.60"", ""收入（元）"": ""1.29""}"
2026-07-06,留言区广告,10598,475,0.044800000000000006,1,0.0021,2.38,1.13,"{""时间"": ""2026-07-06"", ""拉取量"": ""10,598"", ""曝光量"": ""475"", ""曝光率"": ""4.48%"", ""点击量"": ""1"", ""点击率"": ""0.21%"", ""eCPM（元）"": ""2.38"", ""收入（元）"": ""1.13""}"
2026-07-06,贴图底部推荐流广告,4,2,0.5,0,0.0,0.0,0.0,"{""时间"": ""2026-07-06"", ""拉取量"": ""4"", ""曝光量"": ""2"", ""曝光率"": ""50.00%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""0.00"", ""收入（元）"": ""0.00""}"
2026-07-07,文章中部广告,13912,5792,0.4163,21,0.0036,2.55,14.75,"{""时间"": ""2026-07-07"", ""拉取量"": ""13,912"", ""曝光量"": ""5,792"", ""曝光率"": ""41.63%"", ""点击量"": ""21"", ""点击率"": ""0.36%"", ""eCPM（元）"": ""2.55"", ""收入（元）"": ""14.75""}"
2026-07-07,文章底部广告,6999,674,0.09630000000000001,2,0.003,2.17,1.46,"{""时间"": ""2026-07-07"", ""拉取量"": ""6,999"", ""曝光量"": ""674"", ""曝光率"": ""9.63%"", ""点击量"": ""2"", ""点击率"": ""0.30%"", ""eCPM（元）"": ""2.17"", ""收入（元）"": ""1.46""}"
2026-07-07,留言区广告,8953,343,0.0383,3,0.0087,2.1,0.72,"{""时间"": ""2026-07-07"", ""拉取量"": ""8,953"", ""曝光量"": ""343"", ""曝光率"": ""3.83%"", ""点击量"": ""3"", ""点击率"": ""0.87%"", ""eCPM（元）"": ""2.10"", ""收入（元）"": ""0.72""}"
2026-07-08,文章中部广告,11475,5293,0.46130000000000004,25,0.004699999999999999,3.35,17.73,"{""时间"": ""2026-07-08"", ""拉取量"": ""11,475"", ""曝光量"": ""5,293"", ""曝光率"": ""46.13%"", ""点击量"": ""25"", ""点击率"": ""0.47%"", ""eCPM（元）"": ""3.35"", ""收入（元）"": ""17.73""}"
2026-07-08,文章底部广告,5820,679,0.1167,1,0.0015,2.42,1.64,"{""时间"": ""2026-07-08"", ""拉取量"": ""5,820"", ""曝光量"": ""679"", ""曝光率"": ""11.67%"", ""点击量"": ""1"", ""点击率"": ""0.15%"", ""eCPM（元）"": ""2.42"", ""收入（元）"": ""1.64""}"
2026-07-08,留言区广告,7751,314,0.0405,2,0.0064,2.68,0.84,"{""时间"": ""2026-07-08"", ""拉取量"": ""7,751"", ""曝光量"": ""314"", ""曝光率"": ""4.05%"", ""点击量"": ""2"", ""点击率"": ""0.64%"", ""eCPM（元）"": ""2.68"", ""收入（元）"": ""0.84""}"
2026-07-09,文章中部广告,12045,5381,0.44670000000000004,30,0.005600000000000001,4.19,22.56,"{""时间"": ""2026-07-09"", ""拉取量"": ""12,045"", ""曝光量"": ""5,381"", ""曝光率"": ""44.67%"", ""点击量"": ""30"", ""点击率"": ""0.56%"", ""eCPM（元）"": ""4.19"", ""收入（元）"": ""22.56""}"
2026-07-09,文章底部广告,6083,565,0.0929,2,0.0034999999999999996,2.05,1.16,"{""时间"": ""2026-07-09"", ""拉取量"": ""6,083"", ""曝光量"": ""565"", ""曝光率"": ""9.29%"", ""点击量"": ""2"", ""点击率"": ""0.35%"", ""eCPM（元）"": ""2.05"", ""收入（元）"": ""1.16""}"
2026-07-09,留言区广告,6560,209,0.0319,1,0.0048,12.97,2.71,"{""时间"": ""2026-07-09"", ""拉取量"": ""6,560"", ""曝光量"": ""209"", ""曝光率"": ""3.19%"", ""点击量"": ""1"", ""点击率"": ""0.48%"", ""eCPM（元）"": ""12.97"", ""收入（元）"": ""2.71""}"
2026-07-09,贴图底部推荐流广告,12,1,0.0833,0,0.0,0.0,0.0,"{""时间"": ""2026-07-09"", ""拉取量"": ""12"", ""曝光量"": ""1"", ""曝光率"": ""8.33%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""0.00"", ""收入（元）"": ""0.00""}"
2026-07-10,文章中部广告,12827,5615,0.43770000000000003,22,0.0039000000000000003,4.67,26.24,"{""时间"": ""2026-07-10"", ""拉取量"": ""12,827"", ""曝光量"": ""5,615"", ""曝光率"": ""43.77%"", ""点击量"": ""22"", ""点击率"": ""0.39%"", ""eCPM（元）"": ""4.67"", ""收入（元）"": ""26.24""}"
2026-07-10,文章底部广告,6477,656,0.1013,5,0.0076,4.22,2.77,"{""时间"": ""2026-07-10"", ""拉取量"": ""6,477"", ""曝光量"": ""656"", ""曝光率"": ""10.13%"", ""点击量"": ""5"", ""点击率"": ""0.76%"", ""eCPM（元）"": ""4.22"", ""收入（元）"": ""2.77""}"
2026-07-10,留言区广告,5458,186,0.0341,0,0.0,5.97,1.11,"{""时间"": ""2026-07-10"", ""拉取量"": ""5,458"", ""曝光量"": ""186"", ""曝光率"": ""3.41%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""5.97"", ""收入（元）"": ""1.11""}"
2026-07-11,文章中部广告,7451,3326,0.4464,19,0.005699999999999999,3.84,12.77,"{""时间"": ""2026-07-11"", ""拉取量"": ""7,451"", ""曝光量"": ""3,326"", ""曝光率"": ""44.64%"", ""点击量"": ""19"", ""点击率"": ""0.57%"", ""eCPM（元）"": ""3.84"", ""收入（元）"": ""12.77""}"
2026-07-11,文章底部广告,3789,435,0.1148,2,0.0046,7.33,3.19,"{""时间"": ""2026-07-11"", ""拉取量"": ""3,789"", ""曝光量"": ""435"", ""曝光率"": ""11.48%"", ""点击量"": ""2"", ""点击率"": ""0.46%"", ""eCPM（元）"": ""7.33"", ""收入（元）"": ""3.19""}"
2026-07-11,留言区广告,3719,137,0.0368,0,0.0,8.1,1.11,"{""时间"": ""2026-07-11"", ""拉取量"": ""3,719"", ""曝光量"": ""137"", ""曝光率"": ""3.68%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""8.10"", ""收入（元）"": ""1.11""}"
2026-07-12,文章中部广告,8818,3868,0.4386,26,0.0067,3.52,13.62,"{""时间"": ""2026-07-12"", ""拉取量"": ""8,818"", ""曝光量"": ""3,868"", ""曝光率"": ""43.86%"", ""点击量"": ""26"", ""点击率"": ""0.67%"", ""eCPM（元）"": ""3.52"", ""收入（元）"": ""13.62""}"
2026-07-12,文章底部广告,4465,440,0.09849999999999999,2,0.0045000000000000005,2.93,1.29,"{""时间"": ""2026-07-12"", ""拉取量"": ""4,465"", ""曝光量"": ""440"", ""曝光率"": ""9.85%"", ""点击量"": ""2"", ""点击率"": ""0.45%"", ""eCPM（元）"": ""2.93"", ""收入（元）"": ""1.29""}"
2026-07-12,留言区广告,4240,140,0.033,0,0.0,4.79,0.67,"{""时间"": ""2026-07-12"", ""拉取量"": ""4,240"", ""曝光量"": ""140"", ""曝光率"": ""3.30%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""4.79"", ""收入（元）"": ""0.67""}"
2026-07-13,文章中部广告,15063,6808,0.452,46,0.0068000000000000005,2.87,19.52,"{""时间"": ""2026-07-13"", ""拉取量"": ""15,063"", ""曝光量"": ""6,808"", ""曝光率"": ""45.20%"", ""点击量"": ""46"", ""点击率"": ""0.68%"", ""eCPM（元）"": ""2.87"", ""收入（元）"": ""19.52""}"
2026-07-13,文章底部广告,7602,890,0.11710000000000001,5,0.005600000000000001,3.46,3.08,"{""时间"": ""2026-07-13"", ""拉取量"": ""7,602"", ""曝光量"": ""890"", ""曝光率"": ""11.71%"", ""点击量"": ""5"", ""点击率"": ""0.56%"", ""eCPM（元）"": ""3.46"", ""收入（元）"": ""3.08""}"
2026-07-13,留言区广告,6186,226,0.0365,0,0.0,3.5,0.79,"{""时间"": ""2026-07-13"", ""拉取量"": ""6,186"", ""曝光量"": ""226"", ""曝光率"": ""3.65%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""3.50"", ""收入（元）"": ""0.79""}"
2026-07-14,文章中部广告,12655,5588,0.4416,28,0.005,2.86,15.96,"{""时间"": ""2026-07-14"", ""拉取量"": ""12,655"", ""曝光量"": ""5,588"", ""曝光率"": ""44.16%"", ""点击量"": ""28"", ""点击率"": ""0.50%"", ""eCPM（元）"": ""2.86"", ""收入（元）"": ""15.96""}"
2026-07-14,文章底部广告,6386,766,0.1199,1,0.0013,2.15,1.65,"{""时间"": ""2026-07-14"", ""拉取量"": ""6,386"", ""曝光量"": ""766"", ""曝光率"": ""11.99%"", ""点击量"": ""1"", ""点击率"": ""0.13%"", ""eCPM（元）"": ""2.15"", ""收入（元）"": ""1.65""}"
2026-07-14,留言区广告,6179,237,0.0384,0,0.0,2.45,0.58,"{""时间"": ""2026-07-14"", ""拉取量"": ""6,179"", ""曝光量"": ""237"", ""曝光率"": ""3.84%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""2.45"", ""收入（元）"": ""0.58""}"
2026-07-15,文章中部广告,11372,4999,0.4396,25,0.005,2.67,13.33,"{""时间"": ""2026-07-15"", ""拉取量"": ""11,372"", ""曝光量"": ""4,999"", ""曝光率"": ""43.96%"", ""点击量"": ""25"", ""点击率"": ""0.50%"", ""eCPM（元）"": ""2.67"", ""收入（元）"": ""13.33""}"
2026-07-15,文章底部广告,5735,643,0.1121,2,0.0031,2.69,1.73,"{""时间"": ""2026-07-15"", ""拉取量"": ""5,735"", ""曝光量"": ""643"", ""曝光率"": ""11.21%"", ""点击量"": ""2"", ""点击率"": ""0.31%"", ""eCPM（元）"": ""2.69"", ""收入（元）"": ""1.73""}"
2026-07-15,留言区广告,5252,181,0.0345,1,0.0055000000000000005,2.98,0.54,"{""时间"": ""2026-07-15"", ""拉取量"": ""5,252"", ""曝光量"": ""181"", ""曝光率"": ""3.45%"", ""点击量"": ""1"", ""点击率"": ""0.55%"", ""eCPM（元）"": ""2.98"", ""收入（元）"": ""0.54""}"
2026-07-15,贴图底部推荐流广告,4,1,0.25,0,0.0,0.0,0.0,"{""时间"": ""2026-07-15"", ""拉取量"": ""4"", ""曝光量"": ""1"", ""曝光率"": ""25.00%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""0.00"", ""收入（元）"": ""0.00""}"
2026-07-16,文章中部广告,11442,5033,0.4399,22,0.0044,2.59,13.03,"{""时间"": ""2026-07-16"", ""拉取量"": ""11,442"", ""曝光量"": ""5,033"", ""曝光率"": ""43.99%"", ""点击量"": ""22"", ""点击率"": ""0.44%"", ""eCPM（元）"": ""2.59"", ""收入（元）"": ""13.03""}"
2026-07-16,文章底部广告,5774,608,0.10529999999999999,2,0.0033,2.17,1.32,"{""时间"": ""2026-07-16"", ""拉取量"": ""5,774"", ""曝光量"": ""608"", ""曝光率"": ""10.53%"", ""点击量"": ""2"", ""点击率"": ""0.33%"", ""eCPM（元）"": ""2.17"", ""收入（元）"": ""1.32""}"
2026-07-16,留言区广告,6286,251,0.039900000000000005,0,0.0,2.55,0.64,"{""时间"": ""2026-07-16"", ""拉取量"": ""6,286"", ""曝光量"": ""251"", ""曝光率"": ""3.99%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""2.55"", ""收入（元）"": ""0.64""}"
2026-07-17,文章中部广告,11158,4641,0.41590000000000005,24,0.0052,3.22,14.94,"{""时间"": ""2026-07-17"", ""拉取量"": ""11,158"", ""曝光量"": ""4,641"", ""曝光率"": ""41.59%"", ""点击量"": ""24"", ""点击率"": ""0.52%"", ""eCPM（元）"": ""3.22"", ""收入（元）"": ""14.94""}"
2026-07-17,文章底部广告,5654,607,0.1074,3,0.0049,1.75,1.06,"{""时间"": ""2026-07-17"", ""拉取量"": ""5,654"", ""曝光量"": ""607"", ""曝光率"": ""10.74%"", ""点击量"": ""3"", ""点击率"": ""0.49%"", ""eCPM（元）"": ""1.75"", ""收入（元）"": ""1.06""}"
2026-07-17,留言区广告,5927,228,0.0385,0,0.0,1.75,0.4,"{""时间"": ""2026-07-17"", ""拉取量"": ""5,927"", ""曝光量"": ""228"", ""曝光率"": ""3.85%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""1.75"", ""收入（元）"": ""0.40""}"
2026-07-18,文章中部广告,11044,4688,0.42450000000000004,20,0.0043,3.02,14.17,"{""时间"": ""2026-07-18"", ""拉取量"": ""11,044"", ""曝光量"": ""4,688"", ""曝光率"": ""42.45%"", ""点击量"": ""20"", ""点击率"": ""0.43%"", ""eCPM（元）"": ""3.02"", ""收入（元）"": ""14.17""}"
2026-07-18,文章底部广告,5601,611,0.1091,1,0.0016,5.45,3.33,"{""时间"": ""2026-07-18"", ""拉取量"": ""5,601"", ""曝光量"": ""611"", ""曝光率"": ""10.91%"", ""点击量"": ""1"", ""点击率"": ""0.16%"", ""eCPM（元）"": ""5.45"", ""收入（元）"": ""3.33""}"
2026-07-18,留言区广告,4462,191,0.042800000000000005,0,0.0,3.87,0.74,"{""时间"": ""2026-07-18"", ""拉取量"": ""4,462"", ""曝光量"": ""191"", ""曝光率"": ""4.28%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""3.87"", ""收入（元）"": ""0.74""}"
2026-07-19,文章中部广告,15480,6028,0.38939999999999997,35,0.0058,3.48,20.97,"{""时间"": ""2026-07-19"", ""拉取量"": ""15,480"", ""曝光量"": ""6,028"", ""曝光率"": ""38.94%"", ""点击量"": ""35"", ""点击率"": ""0.58%"", ""eCPM（元）"": ""3.48"", ""收入（元）"": ""20.97""}"
2026-07-19,文章底部广告,7834,666,0.085,1,0.0015,2.73,1.82,"{""时间"": ""2026-07-19"", ""拉取量"": ""7,834"", ""曝光量"": ""666"", ""曝光率"": ""8.50%"", ""点击量"": ""1"", ""点击率"": ""0.15%"", ""eCPM（元）"": ""2.73"", ""收入（元）"": ""1.82""}"
2026-07-19,留言区广告,5751,198,0.0344,0,0.0,2.32,0.46,"{""时间"": ""2026-07-19"", ""拉取量"": ""5,751"", ""曝光量"": ""198"", ""曝光率"": ""3.44%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""2.32"", ""收入（元）"": ""0.46""}"
2026-07-20,文章中部广告,17527,7673,0.4378,36,0.004699999999999999,2.33,17.84,"{""时间"": ""2026-07-20"", ""拉取量"": ""17,527"", ""曝光量"": ""7,673"", ""曝光率"": ""43.78%"", ""点击量"": ""36"", ""点击率"": ""0.47%"", ""eCPM（元）"": ""2.33"", ""收入（元）"": ""17.84""}"
2026-07-20,文章底部广告,8844,999,0.113,2,0.002,1.4,1.4,"{""时间"": ""2026-07-20"", ""拉取量"": ""8,844"", ""曝光量"": ""999"", ""曝光率"": ""11.30%"", ""点击量"": ""2"", ""点击率"": ""0.20%"", ""eCPM（元）"": ""1.40"", ""收入（元）"": ""1.40""}"
2026-07-20,留言区广告,6729,310,0.0461,0,0.0,3.19,0.99,"{""时间"": ""2026-07-20"", ""拉取量"": ""6,729"", ""曝光量"": ""310"", ""曝光率"": ""4.61%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""3.19"", ""收入（元）"": ""0.99""}"
2026-07-21,文章中部广告,16656,6906,0.4146,33,0.0048,2.14,14.76,"{""时间"": ""2026-07-21"", ""拉取量"": ""16,656"", ""曝光量"": ""6,906"", ""曝光率"": ""41.46%"", ""点击量"": ""33"", ""点击率"": ""0.48%"", ""eCPM（元）"": ""2.14"", ""收入（元）"": ""14.76""}"
2026-07-21,文章底部广告,8407,922,0.1097,3,0.0033,2.68,2.47,"{""时间"": ""2026-07-21"", ""拉取量"": ""8,407"", ""曝光量"": ""922"", ""曝光率"": ""10.97%"", ""点击量"": ""3"", ""点击率"": ""0.33%"", ""eCPM（元）"": ""2.68"", ""收入（元）"": ""2.47""}"
2026-07-21,留言区广告,7834,383,0.0489,2,0.0052,2.22,0.85,"{""时间"": ""2026-07-21"", ""拉取量"": ""7,834"", ""曝光量"": ""383"", ""曝光率"": ""4.89%"", ""点击量"": ""2"", ""点击率"": ""0.52%"", ""eCPM（元）"": ""2.22"", ""收入（元）"": ""0.85""}"
2026-07-22,文章中部广告,17345,7229,0.4168,37,0.0051,3.64,26.31,"{""时间"": ""2026-07-22"", ""拉取量"": ""17,345"", ""曝光量"": ""7,229"", ""曝光率"": ""41.68%"", ""点击量"": ""37"", ""点击率"": ""0.51%"", ""eCPM（元）"": ""3.64"", ""收入（元）"": ""26.31""}"
2026-07-22,文章底部广告,8767,938,0.107,8,0.0085,2.27,2.13,"{""时间"": ""2026-07-22"", ""拉取量"": ""8,767"", ""曝光量"": ""938"", ""曝光率"": ""10.70%"", ""点击量"": ""8"", ""点击率"": ""0.85%"", ""eCPM（元）"": ""2.27"", ""收入（元）"": ""2.13""}"
2026-07-22,留言区广告,9886,464,0.046900000000000004,4,0.0086,2.95,1.37,"{""时间"": ""2026-07-22"", ""拉取量"": ""9,886"", ""曝光量"": ""464"", ""曝光率"": ""4.69%"", ""点击量"": ""4"", ""点击率"": ""0.86%"", ""eCPM（元）"": ""2.95"", ""收入（元）"": ""1.37""}"
2026-07-22,贴图底部推荐流广告,25,2,0.08,0,0.0,0.0,0.0,"{""时间"": ""2026-07-22"", ""拉取量"": ""25"", ""曝光量"": ""2"", ""曝光率"": ""8.00%"", ""点击量"": ""0"", ""点击率"": ""0.00%"", ""eCPM（元）"": ""0.00"", ""收入（元）"": ""0.00""}"
2026-07-23,文章中部广告,22728,9822,0.4322,47,0.0048,1.81,17.82,"{""时间"": ""2026-07-23"", ""拉取量"": ""22,728"", ""曝光量"": ""9,822"", ""曝光率"": ""43.22%"", ""点击量"": ""47"", ""点击率"": ""0.48%"", ""eCPM（元）"": ""1.81"", ""收入（元）"": ""17.82""}"
2026-07-23,文章底部广告,11439,1326,0.1159,3,0.0023,1.76,2.33,"{""时间"": ""2026-07-23"", ""拉取量"": ""11,439"", ""曝光量"": ""1,326"", ""曝光率"": ""11.59%"", ""点击量"": ""3"", ""点击率"": ""0.23%"", ""eCPM（元）"": ""1.76"", ""收入（元）"": ""2.33""}"
2026-07-23,留言区广告,14612,607,0.0415,1,0.0016,2.29,1.39,"{""时间"": ""2026-07-23"", ""拉取量"": ""14,612"", ""曝光量"": ""607"", ""曝光率"": ""4.15%"", ""点击量"": ""1"", ""点击率"": ""0.16%"", ""eCPM（元）"": ""2.29"", ""收入（元）"": ""1.39""}"
